ShortName,ISIN,Preis,CouponRate,Emittent,ValorSymbol,ValorNumber,Yield,DurationToWorst,SubscriptionPaymentDueDate,Restlaufzeit,Fälligkeit,Emissionsvolumen,ProductLineDesc,Währung,ClosingPerformance,ClosingDelta,BidVolume,BidPrice,Preis (Brief),Volumen (Brief),MidSpread,PreviousClosingPrice,LatestTradeDate,LatestTradeTime,OpeningPrice,DailyHighPrice,DailyLowPrice,OnMarketVolume,OffBookVolume,TotalTurnover,TotalTurnoverCHF,Land,Industrie,SecTypeDesc,BondListedFlag,BondDutyToReportFlag,SpecialFlagDesc,Schuldner,Mdy,Unnamed: 2,Rating_x,ESG,RTG_SP,INV,BB_COMPOSITE,Blend,Rating_y,ESG_MSCI,Rating,Domicil,LastCoupon,AccruedInterest,Dirty Price
5.375 ROMCTY 33 /EE,XS0181673798,137.75,5.375,City of Rome,EU320,1733465,,,20031127,,27.11.2033,1000.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,137.75,,,,,,0,0,0.0,0.0,Eurobond EUR,Communities & Cities,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-11-27,3.060763888888889,140.81076388888889
5.375 ROSW 23   /EP,XS0175478873,115.0,5.375,Roche Finance Europe,GBP164,1665530,,,20030829,,29.08.2023,250.0,Bonds - Non CHF,GBP,0.0,0.0,0,,,0.0,,115.0,20200922.0,,,,,0,0,0.0,0.0,Eurobond GBP,Banks,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-08-29,4.404513888888888,119.40451388888889
5.375 VATFAL 24 /EE,XS0191154961,138.84,5.375,VATTENFALL TREASURY AB,EU1216,1841635,,,20040429,,29.04.2024,500.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,138.84,,,,,,0,0,0.0,0.0,Eurobond EUR,Utilities,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-04-29,0.7763888888888888,139.6163888888889
5.40 DELL 40 /EB,US24702RAM34,96.0,5.4,Dell Inc,US1879,11736882,,,20100910,,10.09.2040,300.0,Bonds - Non CHF,USD,0.0,0.0,0,,,0.0,,96.0,,,,,,0,0,0.0,0.0,Eurobond USD,Electrical engineering & electronics,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-09-10,4.245,100.245
5.40 IRISH 25 /EE,IE00B4TV0D44,138.42,5.4,Ireland,EU3096,10643926,,,20091013,,13.03.2025,11745.4,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,138.42,20160510.0,,,,,0,0,0.0,0.0,Eurobond EUR,Countries,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-03-13,1.4850000000000003,139.905
5.5 CCARDSW 23-26,CH1264887402,100.0,5.5,Swiss Credit Card,SCC231,126488740,,,20230615,,15.06.2026,6.6,Bonds - CHF Domestic,CHF,0.0,0.0,100000,98.45,-Market,0.0,0.0,100.0,,,,,,0,0,0.0,0.0,Switzerland,Misc. services,Asset backed security,0,1,,,,,,,,,,,,,,Domestic,2023-06-15,0.07638888888888888,100.07638888888889
5.50 BGB 28     /EE,BE0000291972,123.0,5.5,Belgium Kingdom,EU380,856518,,,19980226,,28.03.2028,10575.9,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,123.0,20120404.0,,,,,0,0,0.0,0.0,Eurobond EUR,Countries,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-03-28,1.2833333333333334,124.28333333333333
5.50 CMZB 28 /EA,XS1869582335,115.87,5.5,Commerzbank Aktiengesellschaft,AUD630,43335049,,,20180829,,29.08.2028,225.0,Bonds - Non CHF,AUD,0.0,0.0,0,,,0.0,,115.87,,,,,,0,0,0.0,0.0,Eurobond AUD,Banks,Bond,0,0,,,,,,,,,,,BBB-,,BBB-,Foreign,2022-08-29,4.506944444444445,120.37694444444445
5.50 DBR 31     /GV,DE0001135176,160.83,5.5,Germany,EU349,1136948,,,20001027,,04.01.2031,17000.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,160.83,20150106.0,,,,,0,0,0.0,0.0,Eurobond EUR,Countries,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-01-04,2.551388888888889,163.3813888888889
5.50 EFG 21-99,CH0593093229,100.0,5.5,EFG International,EFG21,59309322,,,20210125,,,400.0,Bonds - Non CHF,USD,0.0,0.0,0,,,0.0,,100.0,,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,,,,,,,,,,,,,Domestic,,0.0,100.0
5.50 EIB 25 G   /EP,XS0110373569,124.26,5.5,EIB,GBP075,1073202,,,20000418,,15.04.2025,425.0,Bonds - Non CHF,GBP,0.0,0.0,0,,,0.0,,124.26,,,,,,0,0,0.0,0.0,Eurobond GBP,Supranational Organisations,Bond,0,0,,,,,,,,,,,AAA,,AAA,Foreign,2023-04-15,1.0083333333333333,125.26833333333335
5.50 HTZ 24 /EB,USU42804AP61,89.5,5.5,Hertz,US1869,33905737,,,20160922,,15.10.2024,800.0,Bonds - Non CHF,USD,0.0,0.0,0,,,0.0,,89.5,,,,,,0,0,0.0,0.0,Eurobond USD,Transport,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-10-15,3.7888888888888888,93.28888888888889
5.50 JNJ 24 /EP,XS0329524457,123.0,5.5,Johnson & Johnson,GBP630,3529752,,,20071106,,06.11.2024,500.0,Bonds - Non CHF,GBP,0.0,0.0,0,,,0.0,,123.0,,,,,,0,0,0.0,0.0,Eurobond GBP,"Chemicals, Pharma",Bond,0,0,,,,,,,,,,,,,,Foreign,2022-11-06,3.4527777777777775,126.45277777777778
5.50 MAXW CV 89-99/SDL,CH0003658223,15.0,5.5,Maxwell Communication,MAX89,365822,,,19890707,,,15.9,Bonds - CHF Foreign,CHF,0.0,0.0,0,,,0.0,,15.0,,,,,,0,0,0.0,0.0,United Kingdom,Banks,Convertible bond,0,0,,,,,,,,,,,,,,Foreign,,0.0,15.0
5.50 NETHER 28 /EE,NL0000102317,147.7,5.5,Niederlande,EU053,950633,,,19980115,,15.01.2028,8886.8,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,147.7,20140617.0,,,,,0,0,0.0,0.0,Eurobond EUR,Countries,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-01-15,2.3833333333333333,150.08333333333331
5.50 PEMEX 25 /EE,XS0213101073,100.15,5.5,PEMEX PROJ FDG MSTR,EU2362,2073853,,,20050224,,24.02.2025,1000.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,100.15,20230322.0,,,,,0,0,0.0,0.0,Eurobond EUR,Misc. services,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-02-24,1.7722222222222224,101.92222222222223
5.50 SR 93-03/SDL,CH0000939394,12.75,5.5,SAirGroup,SR93,93939,,,19930723,,23.07.2003,200.0,Bonds - CHF Domestic,CHF,0.0,0.0,105000,10.5,-Market,0.0,0.0,12.75,20220506.0,,,,,0,0,0.0,0.0,Switzerland,Transport,Bond,0,0,,,,,,,,,,,,,,Domestic,2022-07-23,5.072222222222223,17.822222222222223
5.50 T 27 /EP,XS0291949120,103.16,5.5,AT&T INC,GBP644,2989308,,,20070315,,15.03.2027,600.0,Bonds - Non CHF,GBP,0.0,0.0,0,,,0.0,,103.16,,,,,,0,0,0.0,0.0,Eurobond GBP,Misc. services,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-03-15,1.4819444444444443,104.64194444444445
5.6 NRBS 49 /EB,US66567GAW06,98.02,5.6,NORTHERN ROCK PLC,US1120,2121004,,,20040429,,29.04.2049,700.0,Bonds - Non CHF,USD,0.0,0.0,0,,,0.0,,98.02,,,,,,0,0,0.0,0.0,Eurobond USD,Banks,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-04-29,0.8088888888888888,98.82888888888888
5.625 AIRBERLIN 21-23 /Z,XS1051723895,0.34,5.625,Air Berlin,AIB14,24346372,,,20190527,,25.08.2023,100.0,Bonds - CHF Foreign,CHF,0.0,0.0,300000,0.1,0.98,145.0,162.963,0.34,20230613.0,,,,,0,0,0.0,0.0,United Kingdom,Transport,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-08-25,4.671875,5.011875
5.625 DBR 28    /GV,DE0001135069,149.54,5.625,Germany,EU369,843480,,,19980105,,04.01.2028,14500.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,149.54,20150602.0,,,,,0,0,0.0,0.0,Eurobond EUR,Countries,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-01-04,2.609375,152.149375
5.625 EDF 33    /EE,XS0162990229,133.05,5.625,EDF,EUR761,1557274,,,20030221,,21.02.2033,850.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,133.05,20150623.0,,,,,0,0,0.0,0.0,Eurobond EUR,Utilities,Bond,0,0,,,,,,,,,,,BBB,,BBB,Foreign,2023-02-21,1.859375,134.909375
5.625 EIB 32 G  /EP,XS0114126294,145.84,5.625,EIB,GBP073,1102402,,,20000718,,07.06.2032,850.0,Bonds - Non CHF,GBP,0.0,0.0,0,,,0.0,,145.84,,,,,,0,0,0.0,0.0,Eurobond GBP,Supranational Organisations,Bond,0,0,,,,,,,,,,,AAA,,AAA,Foreign,2023-06-07,0.20312499999999997,146.043125
5.625 EIB G 28  /EE,XS0093667334,135.58,5.625,EIB,EU540,994683,,,19990215,,15.02.2028,460.8,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,135.58,,,,,,0,0,0.0,0.0,Eurobond EUR,Supranational Organisations,Bond,0,0,,,,,,,,,,,AAA,,AAA,Foreign,2023-02-15,1.953125,137.533125
5.625 ENEL 24 /EP,XS0452188054,127.34,5.625,Enel Fin Intl,GBP658,10553523,,,20090917,,14.08.2024,850.0,Bonds - Non CHF,GBP,0.0,0.0,0,,,0.0,,127.34,,,,,,0,0,0.0,0.0,Eurobond GBP,Misc. services,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-08-14,4.84375,132.18375
5.625 INNOGY 23 /EP,XS0170732738,111.25,5.625,innogy Finance BV,GBP491,1624469,,,20030703,,06.12.2023,487.5,Bonds - Non CHF,GBP,0.0,0.0,0,,,0.0,,111.25,20210413.0,,,,,0,0,0.0,0.0,Eurobond GBP,Banks,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-12-06,3.0624999999999996,114.3125
5.625 LLYDIN 24 /EE,XS0205875395,106.06,5.625,SOCIETY OF LLOYD'S,EU1258,1997730,,,20041117,,17.11.2024,300.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,106.06,,,,,,0,0,0.0,0.0,Eurobond EUR,Insurances,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-11-17,3.359375,109.419375
5.625 POLLY PE88-99/SDL,CH0007054882,0.03,5.625,Polly Peck International Finan,PPE885,705488,,,19880920,,,125.0,Bonds - CHF Foreign,CHF,0.0,0.0,0,,,0.0,,0.03,20160512.0,,,,,0,0,0.0,0.0,Cayman Islands,Banks,Bond,0,0,,,,,,,,,,,,,,Foreign,,0.0,0.03
5.65 PGB 24 /EE,PTOTEQOE0015,114.4,5.65,Obrigacoes Do Tesouro,EU2570,21359560,,,20130514,,15.02.2024,3000.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,114.4,20140620.0,,,,,0,0,0.0,0.0,Eurobond EUR,Countries,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-02-15,1.9618055555555556,116.36180555555556
5.676 SYNNVX 48 /EB,USN84413CN61,107.55,5.676,Syngenta Finance N.V.,US1929,41437252,,,20180424,,24.04.2048,500.0,Bonds - Non CHF,USD,0.0,0.0,0,,,0.0,,107.55,,,,,,0,0,0.0,0.0,Eurobond USD,Misc. services,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-04-24,0.8986999999999999,108.4487
5.711 UBSG 23-27,USH42097DS35,100.0,5.711,UBS Group AG,UBG236,124194012,,,20230112,,12.01.2027,1750.0,Bonds - Non CHF,USD,0.0,0.0,0,,,0.0,,100.0,,,,,,0,0,0.0,0.0,Listed Foreign Currency Bond USD,Banks,Bond,1,1,,UBS Group AG,A3,,A-,Ja,,,,,,,A-,Foreign,2023-01-12,2.5223583333333335,102.52235833333333
5.75 AZN 31 /EP,XS0330497149,108.04,5.75,AstraZeneca Plc,GBP507,3542237,,,20071113,,13.11.2031,350.0,Bonds - Non CHF,GBP,0.0,0.0,0,,,0.0,,108.04,,,,,,0,0,0.0,0.0,Eurobond GBP,"Chemicals, Pharma",Bond,0,0,,,,,,,,,,,,,,Foreign,2022-11-13,3.4979166666666663,111.53791666666667
5.75 BTPS 33 /EE,IT0003256820,114.0,5.75,Republic of Italy,EU2653,1392241,,,20020318,,01.02.2033,15454.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,114.0,20230105.0,,,,,0,0,0.0,0.0,Eurobond EUR,Countries,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-02-01,2.220138888888889,116.22013888888888
5.75 HANRUE 24 /EE,XS0187043079,101.03,5.75,HANNOVER FINANCE SA,EU1208,1798189,,,20040226,,26.02.2024,750.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,101.03,,,,,,0,0,0.0,0.0,Eurobond EUR,Insurances,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-02-26,1.8208333333333333,102.85083333333334
5.75 INNOGY 33 /EE,XS0162513211,150.3,5.75,innogy Finance BV,EU2862,1553504,,,20030214,,14.02.2033,750.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,150.3,20170622.0,,,,,0,0,0.0,0.0,Eurobond EUR,Banks,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-02-14,2.0124999999999997,152.3125
5.75 KLM NA 86-9999,CH0005362097,94.25,5.75,KLM Luchtvaart,KLM863,536209,,,19860515,,15.05.2100,270.0,Bonds - CHF Foreign,CHF,0.0,0.0,55000,93.05,94.35,5.0,1.3874,94.25,20230619.0,,,,,0,0,0.0,0.0,Netherlands,Transport,Bond,1,1,,,,,,,,,,,,,,Foreign,2023-05-15,0.5750000000000001,94.825
5.75 KPN 29 /EP,XS0451790280,99.8,5.75,Koninklijke KPN NV,GBP657,10541360,,,20090917,,17.09.2029,850.0,Bonds - Non CHF,GBP,0.0,0.0,0,,,0.0,,99.8,,,,,,0,0,0.0,0.0,Eurobond GBP,Misc. services,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-09-17,4.408333333333333,104.20833333333333
5.75 MHB 22-99,CH1184694771,90.0,5.75,Münchener Hypo,MHB224,118469477,,,20220602,,,75.0,Bonds - CHF Foreign,CHF,0.0,0.0,100000,87.75,91,100.0,3.6364,90.0,20230616.0,,,,,0,0,0.0,0.0,Germany,Banks,Bond,1,1,,,,,,,,,,,,,,Foreign,,0.0,90.0
5.75 NFLX 24 /EB,US64110LAG14,110.59,5.75,Netflix Inc.,US1884,27329080,,,20140219,,01.03.2024,400.0,Bonds - Non CHF,USD,0.0,0.0,0,,,0.0,,110.59,,,,,,0,0,0.0,0.0,Eurobond USD,Misc. services,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-03-01,1.7729166666666667,112.36291666666666
5.75 POLLY PE 88-99/SDL,CH0007054742,0.03,5.75,Polly Peck International Finan,PPE88,705474,,,19880407,,,100.0,Bonds - CHF Foreign,CHF,0.0,0.0,0,,,0.0,,0.03,20151015.0,,,,,0,0,0.0,0.0,Cayman Islands,Banks,Bond,0,0,,,,,,,,,,,,,,Foreign,,0.0,0.03
5.75 SPGB 32 /EE,ES0000012411,112.5,5.75,Spain,EU2626,1182580,,,20010123,,30.07.2032,14853.4,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,112.5,,,,,,0,0,0.0,0.0,Eurobond EUR,Countries,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-07-30,5.190972222222222,117.69097222222223
5.75 SZEFP 23 /EE,FR0000475758,114.54,5.75,GIE SUEZ ALLIANCE,EU075,1620358,,,20030624,,24.06.2023,1000.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,114.54,20200701.0,,,,,0,0,0.0,0.0,Eurobond EUR,Utilities,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-06-24,5.7659722222222225,120.30597222222222
5.75 WMT 30 /EP,XS0121617517,110.09,5.75,WAL-MART STORES,GBP489,1166074,,,20001219,,19.12.2030,500.0,Bonds - Non CHF,GBP,0.0,0.0,0,,,0.0,,110.09,,,,,,0,0,0.0,0.0,Eurobond GBP,Misc. services,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-12-19,2.9229166666666666,113.01291666666667
5.875 BARCGB 17-99,XS1658012023,100.0,5.875,Barclays PLC,GBF005,37807987,,,20170810,,,1250.0,Bonds - Non CHF,GBP,0.0,0.0,0,,,0.0,,100.0,,,,,,0,200000,178980.0,205075.28,Listed Foreign Currency Bond GBP,Banks,Contingent Capital Bonds,1,1,,,,,,,,,,,BBB+,,BBB+,Foreign,,0.0,100.0
5.875 C 24 /EP,XS0195612592,123.0,5.875,Citigroup Inc.,GBP501,1891681,,,20040701,,01.07.2024,400.0,Bonds - Non CHF,GBP,0.0,0.0,0,,,0.0,,123.0,,,,,,0,0,0.0,0.0,Eurobond GBP,Banks,Bond,0,0,,,,,,,,,,,A-,,A-,Foreign,2022-07-01,5.777083333333333,128.77708333333334
5.875 RFLBNI 23 /EE,XS0997355036,99.92,5.875,Raiffeisenlandesbank Niederoes,EU3199,22918695,,,20131127,,27.11.2023,300.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,99.92,20230418.0,,,,,0,0,0.0,0.0,Eurobond EUR,Banks,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-11-27,3.345486111111111,103.26548611111112
5.875 TELEFO 33 /EE,XS0162869076,152.05,5.875,Telefonica Europe NL,EUR919,1556428,,,20030214,,14.02.2033,500.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,152.05,20130320.0,,,,,0,0,0.0,0.0,Eurobond EUR,Misc. services,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-02-14,2.05625,154.10625000000002
5.875 UBSG 18-99,CH0447353704,100.0,5.875,UBS Group AG,UBG182,44735370,,,20181128,,,700.0,Bonds - Non CHF,SGD,0.0,0.0,0,,,0.0,,100.0,,,,,,0,0,0.0,0.0,Switzerland,Banks,Contingent Capital Bonds,1,1,,UBS Group AG,A3,,A-,Ja,,,,,,,A-,Domestic,,0.0,100.0
5.90 SPGB 26 /EE,ES00000123C7,140.73,5.9,Spain,EU2575,12663913,,,20110315,,30.07.2026,9636.8,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,140.73,,,,,,0,0,0.0,0.0,Eurobond EUR,Countries,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-07-30,5.326388888888889,146.05638888888888
5.959 UBSG 23-34,USH42097DT18,101.8,5.959,UBS Group AG,UBG237,124194023,,,20230112,,12.01.2034,2250.0,Bonds - Non CHF,USD,0.0,0.0,0,,,0.0,,101.8,,,,,,0,0,0.0,0.0,Listed Foreign Currency Bond USD,Banks,Bond,1,1,,UBS Group AG,A3,,A-,Ja,,,,,,,A-,Foreign,2023-01-12,2.6318916666666663,104.43189166666666
6 ACAFP 49 /EE,NL0000113868,102.99,6.0,CA PREFERRED FUND TRUST,EU1038,1736684,,,20031219,,29.12.2049,550.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,102.99,20150603.0,,,,,0,0,0.0,0.0,Eurobond EUR,Misc. services,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-12-29,2.8833333333333333,105.87333333333333
6 BTPS 31 /EE,IT0001444378,117.5,6.0,Republic of Italy,EU2654,1060486,,,20000317,,01.05.2031,29762.8,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,117.5,20230313.0,,,,,0,0,0.0,0.0,Eurobond EUR,Countries,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-05-01,0.8333333333333334,118.33333333333333
6 COH CV 85-99/SDL,CH0008712959,50.0,6.0,Continental Health Affil.,COH85,871295,,,19850627,,,26.8,Bonds - CHF Foreign,CHF,0.0,0.0,0,,,0.0,,50.0,,,,,,0,0,0.0,0.0,United States,Misc. services,Convertible bond,0,0,,,,,,,,,,,,,,Foreign,,0.0,50.0
6 EIB 28 G      /EP,XS0085727559,140.8,6.0,EIB,GBP074,870038,,,19980325,,07.12.2028,3495.0,Bonds - Non CHF,GBP,0.0,0.0,0,,,0.0,,140.8,20161117.0,,,,,0,0,0.0,0.0,Eurobond GBP,Supranational Organisations,Bond,0,0,,,,,,,,,,,AAA,,AAA,Foreign,2022-12-07,3.25,144.05
6 EUROB 49 /EE,XS0234821345,95.0,6.0,EFG HELLAS FUNDING LTD,EU1346,2328355,,,20051109,,29.11.2049,200.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,95.0,20180419.0,,,,,0,0,0.0,0.0,Eurobond EUR,Banks,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-11-29,3.3833333333333333,98.38333333333334
6 FISSMO 22-31,CH1232107016,101.2,6.0,First Swiss Mobility 2022-1 AG,FMS222,123210701,,,20221216,,16.12.2031,14.9,Bonds - CHF Domestic,CHF,0.0,0.0,100000,100.2,101.2,500.0,0.993,101.2,20221221.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Asset backed security,1,1,,,,,,,,,,,,,,Domestic,2022-12-16,3.1000000000000005,104.3
6 FRTR 25 /EE,FR0000571150,148.46,6.0,French Republic,EU3047,927157,,,19940225,,25.10.2025,23968.9,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,148.46,,,,,,0,0,0.0,0.0,Eurobond EUR,Countries,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-10-25,3.966666666666667,152.42666666666668
6 GE 46 /EB,XS0242989738,100.5,6.0,GENERAL ELEC CAP CORP,US1236,2427205,,,20060202,,02.02.2046,450.0,Bonds - Non CHF,USD,0.0,0.0,0,,,0.0,,100.5,20121004.0,,,,,0,0,0.0,0.0,Eurobond USD,Misc. services,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-02-02,2.3000000000000003,102.8
6 GOTVER 45 /EE,DE000A168478,117.0,6.0,Gothaer Allgem Vers,EU2929,30186646,,,20151030,,30.10.2045,250.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,117.0,20180405.0,,,,,0,0,0.0,0.0,Eurobond EUR,Insurances,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-10-30,3.8833333333333337,120.88333333333334
6 HBOS 10/33 /EB,US4041A3AG79,99.13,6.0,Bank of Scotland,US1032,1708743,,,20031030,,01.11.2033,750.0,Bonds - Non CHF,USD,0.0,0.0,0,,,0.0,,99.13,,,,,,0,0,0.0,0.0,Eurobond USD,Banks,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-11-01,3.8500000000000005,102.97999999999999
6 HBOS 33 /EB,US4041A2AF14,101.77,6.0,Bank of Scotland,US1030,1707388,,,20031030,,01.11.2033,750.0,Bonds - Non CHF,USD,0.0,0.0,0,,,0.0,,101.77,,,,,,0,0,0.0,0.0,Eurobond USD,Banks,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-11-01,3.8500000000000005,105.61999999999999
6 HGB 23 /EH,HU0000402383,82.01,6.0,Hungary Government Bond,HUF058,2862603,,,20070110,,24.11.2023,199999.5,Bonds - Non CHF,HUF,0.0,0.0,0,,,0.0,,82.01,,,,,,0,0,0.0,0.0,Eurobond HUF,Countries,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-11-24,3.4666666666666663,85.47666666666667
6 ITALY 28 /EP,XS0089572316,126.0,6.0,Republic of Italy,GBP479,937063,,,19980804,,04.08.2028,1500.0,Bonds - Non CHF,GBP,0.0,0.0,0,,,0.0,,126.0,20180720.0,,,,,0,0,0.0,0.0,Eurobond GBP,Countries,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-08-04,5.333333333333333,131.33333333333334
6 MARQUEST A86-99/SDL,CH0008845247,5.0,6.0,Marquest Medical Products,MAM86,884524,,,19860311,,,1.5,Bonds - CHF Foreign,CHF,0.0,0.0,0,,,0.0,,5.0,,,,,,0,0,0.0,0.0,United States,Misc. Industrials,Bond,0,0,,,,,,,,,,,,,,Foreign,,0.0,5.0
6 MARQUEST B 86-99/SDL,CH0000804945,25.0,6.0,Marquest Medical Products,MAM86P,80494,,,19860311,,,25.0,Bonds - CHF Foreign,CHF,0.0,0.0,0,,,0.0,,25.0,,,,,,0,0,0.0,0.0,United States,Misc. Industrials,Bond,0,0,,,,,,,,,,,,,,Foreign,,0.0,25.0
6 OMNI HLD 89-97/SDL,CH0001168647,0.05,6.0,Omni,OMN89,116864,,,19890821,,21.08.1997,100.0,Bonds - CHF Domestic,CHF,0.0,0.0,0,,,0.0,,0.05,,,,,,0,0,0.0,0.0,Switzerland,Misc. services,Bond,0,0,,,,,,,,,,,,,,Domestic,2022-08-21,5.05,5.1
6 POLLY PE 87-99/SDL,CH0007054015,0.03,6.0,Polly Peck International Finan,PPE870,705401,,,19870713,,,75.0,Bonds - CHF Foreign,CHF,0.0,0.0,0,,,0.0,,0.03,20160323.0,,,,,0,0,0.0,0.0,Cayman Islands,Banks,Bond,0,0,,,,,,,,,,,,,,Foreign,,0.0,0.03
6 SPGB 29 /EE,ES0000011868,116.0,6.0,Spain,EU2594,839909,,,19980115,,31.01.2029,18263.6,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,116.0,,,,,,0,0,0.0,0.0,Eurobond EUR,Countries,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-01-31,2.3333333333333335,118.33333333333333
6 TITIM 34 /EB,US87927VAM00,104.75,6.0,TELECOM ITALIA CAPITAL,US1152,2271610,,,20050930,,30.09.2034,1000.0,Bonds - Non CHF,USD,0.0,0.0,0,,,0.0,,104.75,20190213.0,,,,,0,0,0.0,0.0,Eurobond USD,Misc. services,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-09-30,4.383333333333333,109.13333333333333
6 UKT 28 /EP,GB0002404191,153.08,6.0,United Kingdom,AAZ357,845259,,,19980129,,07.12.2028,19028.0,Bonds - Non CHF,GBP,0.0,0.0,0,,,0.0,,153.08,,,,,,0,0,0.0,0.0,Eurobond GBP,Countries,UG,0,0,,,,,,,,,,,,,,Foreign,2022-12-07,3.25,156.33
6.025 GE 38 /EE,XS0350890470,155.0,6.025,GE Capital European Funding,EU1627,3838349,,,20080306,,01.03.2038,650.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,155.0,20150701.0,,,,,0,0,0.0,0.0,Eurobond EUR,Banks,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-03-01,1.8577083333333335,156.85770833333333
6.10 UBSG 23-33,CH1253456094,100.0,6.1,UBS Group AG,UBG322,125345609,,,20230321,,21.03.2033,200.0,Bonds - Non CHF,AUD,0.0,0.0,0,,,0.0,,100.0,,,,,,0,0,0.0,0.0,Listed Foreign Currency Bond AUD,Banks,Bond,1,1,,UBS Group AG,A3,,A-,Ja,,,,,,,A-,Foreign,2023-03-21,1.5419444444444443,101.54194444444444
6.125 EDF 34 /EP,FR0010763177,114.1,6.125,EDF,GBP625,10225873,,,20090602,,02.06.2034,1500.0,Bonds - Non CHF,GBP,0.0,0.0,0,,,0.0,,114.1,,,,,,0,0,0.0,0.0,Eurobond GBP,Utilities,Bond,0,0,,,,,,,,,,,BBB,,BBB,Foreign,2023-06-02,0.30625,114.40625
6.125 INNOGY 39 /EP,XS0437306904,107.32,6.125,innogy Finance BV,GBP608,10308529,,,20090706,,06.07.2039,1000.0,Bonds - Non CHF,GBP,0.0,0.0,0,,,0.0,,107.32,,,,,,0,0,0.0,0.0,Eurobond GBP,Banks,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-07-06,5.9378472222222225,113.25784722222221
